Topic,Count,Name,Representation,Representative_Docs
125,17,125_recevrez_complémentaire_délai jours_plein droit,"['recevrez', 'complémentaire', 'délai jours', 'plein droit', 'rubrique aide', 'rubrique', 'disposition', 'tout renseignement complémentaire', 'toutes informations concernant', 'sous délai jours', 'retourner article non', 'invite visiter site', 'retourner obtenir', 'remboursements comment retourner', 'remboursements comment']","['dès réception de votre colis dans nos locaux et enregistrement de son retour , vous recevrez un email vous en informant.votre remboursement vous parviendra alors sous un délai de 5 jours ouvrés sur votre cb ayant servi au paiement.vous recevrez également confirmation par email de ce remboursement.dans l ’ attente , je reste à votre entière disposition pour tout renseignement complémentaire.cordialement , minoservice', 'afin d ’ obtenir rapidement le remboursement de ces articles , il vous suffit de nous les retourner.pour obtenir toutes les informations concernant les modalités de retour , je vous invite à visiter notre site dans la rubrique aide & service client > retours , échanges et remboursements > comment retourner un article non conforme ou défectueux ?', 'afin d ’ obtenir rapidement le remboursement de cet article , il vous suffit de nous le retourner.pour obtenir toutes les informations concernant les modalités de retour , je vous invite à visiter notre site dans la rubrique aide & service client > retours , échanges et remboursements > comment retourner un article non conforme ou défectueux ?']"
126,17,126_bizarre quand oui_autant dire gagné_cas chaque fois_cas chaque,"['bizarre quand oui', 'autant dire gagné', 'cas chaque fois', 'cas chaque', 'chose dernière commande', 'chaque fois chose', 'commande fini', 'cliente plus maintenant', 'commande grand importe', 'commande fini bizarre', 'dernière commande fini', 'dernière commande grand', 'crois cela vaut', 'crois cela', 'fois chose dernière']","[""c'est tout le temps comme ça ."", ""donc je suis pour l'instant insatisfaite ."", ""ma dernière commande a été du grand n'importe quoi .""]"
127,17,127_bonne qualité_bonne qualité bonne_qualité bonne_bonne,"['bonne qualité', 'bonne qualité bonne', 'qualité bonne', 'bonne', 'qualité bonne qualité', 'bonne qualité produit', 'produit bonne', 'qualité', 'qualité produit bonne', 'qualité produit', 'produit bonne qualité', 'bne qualité', 'vetements bonne qualité', 'solide bonne', 'solide bonne qualité']","['sac de bonne qualité', 'vêtements de bonne qualité', 'de la bonne qualité']"
128,17,128_ravie achat_achat ravie achat_achat_achat ravie,"['ravie achat', 'achat ravie achat', 'achat', 'achat ravie', 'achat satisfaite achat', 'achat satisfaite', 'achat content achat', 'achat content', 'contente achat content', 'satisfe achat', 'achat satisfe achat', 'satisfe', 'achat satisfe', 'ravie', 'achat contente achat']","['ravie de mon achat', 'ravie de mon achat', 'ravie de mon achat !']"
129,17,129_ouverture_élastique_abîmé acheté_autre reçu très,"['ouverture', 'élastique', 'abîmé acheté', 'autre reçu très', 'acheté argent lendemain', 'acheté chez batterie', 'acheté brosse lissante', 'acheté clim', 'année acheté chez', 'alors tout acheté', 'acheté clim marchait', 'arrivé abîmé acheté', 'bain arrivé', 'batterie cuisine commande', 'bain arrivé abîmé']","[""j'ai commandé 2 ensembles de meubles de salle de bain , l'un est arrivé abîmé ."", ""mais ..... le lendemain de l'utilisation , l'élastique d'une bride s'est détaché ."", ""et le bâton de l'un des rouges à lèvres est tombé à l'ouverture .""]"
130,17,130_rapport qualité_bon rapport qualité_bon rapport_rapport qualité très,"['rapport qualité', 'bon rapport qualité', 'bon rapport', 'rapport qualité très', 'rapport', 'très bon rapport', 'qualité très bon', 'très bon', 'qualité très', 'rapport qualité livraison', 'qualité', 'qualité livraison rapide', 'bon', 'très mauvais rapport', 'mauvais rapport']","['très bon rapport qualité', 'très bon rapport qualité', 'très bon rapport qualité']"
131,16,131_conforme attendais_attendais_exactement voulais_voulais,"['conforme attendais', 'attendais', 'exactement voulais', 'voulais', 'attendais conforme', 'conforme attendais articles', 'attendais conforme attendais', 'attendais correspond', 'attendais articles', 'exactement', 'conforme', 'souhaitais', 'attendais correspond attendais', 'conforme attendais article', 'attendais articles conformes']","[""article conforme à ce que j 'attendais"", ""conforme à ce que j'attendais"", 'conforme à ce que j attendais']"
132,16,132_satisfaite produit_très satisfaite produit_produit très_satisfaite produit très,"['satisfaite produit', 'très satisfaite produit', 'produit très', 'satisfaite produit très', 'produit très satisfaite', 'produit très contente', 'contente produit très', 'très satisfaite', 'satisfaite', 'très contente produit', 'contente produit', 'satisfaite service', 'service très', 'très contente', 'contente']","['très satisfaite du produit', 'très satisfaite du produit', ""très satisfaite d'une produit""]"
133,16,133_date prévue reçu_reçu colis date_prévue reçu_prévue,"['date prévue reçu', 'reçu colis date', 'prévue reçu', 'prévue', 'colis date', 'date prévue', 'date', 'après date', 'annoncée colis renvoyé', 'avance rarement', 'avance rarement retard', 'colis perdu chez', 'colis quelques semaines', 'commande 6jours', 'commandes dates exactes']","[""j'ai été livrée très tard , bien plus tard que le délai habituel ."", ""sinon j'ai reçu mon colis à la date prévue ."", ""quelques semaines après la date d'envoi prévue , toujours rien .""]"
134,16,134_reçu place_place_gilet_reçu place gilet,"['reçu place', 'place', 'gilet', 'reçu place gilet', 'place gilet', 'zapa', 'laine', 'lieu', 'pantalon', 'attends retour agit', 'carreaux vichy couleur', 'arrivé novembre commandé', 'chemises marque différente', 'ci brassière', 'brassière place']","[""j'ai reçu à la place 2 chemises d'une marque différente ( new laviva ) en polyester ."", ""caleçon reçu à la place d'un gilet ."", ""reçu à la place d'un gilet rose un tee shirt écru ( ?""]"
135,16,135_or_plaqué or_rose_plaqué,"['or', 'plaqué or', 'rose', 'plaqué', 'oxydés', 'or rose', 'argent plaqué', 'argent plaqué or', 'argent', 'état comment', 'abîmés argent', 'abîmés argent très', 'toujours grossies', 'toujours grossies donc', 'tous transport']","['les bijoux soit disant en argent plaque or rose se sont decolores et ne ressemble plus à rien .il ne sont plus mettables !', ""j'ai acheté un ensemble de bagues les divines , argent plaqué or , du coup argent puisque le plaquage ne tiens pas ."", ""un luminaire pas très robuste , des boucles d'oreilles argent plaqué or rose , mais certainement que de l'argent coloré en rose .""]"
136,16,136_service client répond_client répond_service client_répond,"['service client répond', 'client répond', 'service client', 'répond', 'client', 'contacte service client', 'contacte service', 'client demande faire', 'client aucun appel', 'client inexistant mails', 'avis passage part', 'aucun appel ni', 'adidas rembourse toujours', 'client refuse envoyer', 'client répond faire']","['le service client ne nous répond plus pas malgré de multiple relance .', 'mail envoyé au service client et zéro réponse de leurs part silence total .', 'je contacte le service client qui me répond de leur faire parvenir ma preuve de dépôt .']"
137,16,137_état_bon état_bon état colis_reçu bon état,"['état', 'bon état', 'bon état colis', 'reçu bon état', 'état livraison', 'bon état livraison', 'état colis', 'parfait état', 'état paquet', 'reçu bon', 'état livraison rapide', 'état arrivé', 'bon', 'très bon état', 'bonne état']","['bien reçu et en bon état .', 'colis reçu en bon état .', 'commande reçu en bon état .']"
138,15,138_cadeau merci_merci_bien cette commande_très bien cette,"['cadeau merci', 'merci', 'bien cette commande', 'très bien cette', 'cadeau', 'bien cette', 'achat merci', 'cette commande', 'beaucoup cadeau merci', 'commande achat merci', 'colis merci showroom', 'commande encore merci', 'cette transaction très', 'bcp produit ras', 'cadeau merci jolie']","['merci pour ce jolie cadeau', 'très bien pour cette commande', 'très bien pour cette commande']"
139,15,139_achats_contente_contente achats_achats déçue,"['achats', 'contente', 'contente achats', 'achats déçue', 'satisfaite achats déçue', 'satisfaite achats', 'achats très', 'très contente', 'achats enchantée magnifiques', 'achats trop', 'achats trop toujours', 'achats très contente', 'articles contente produits', 'achats déçue ravie', 'achats déçue achats']","['donc je vous avoue ne pas être satisfaite de mes achats trop c', 'je suis contente de mes achats', 'je suis contente de mes achats .']"
140,15,140_très bon_très bon produit_bon produit_bon,"['très bon', 'très bon produit', 'bon produit', 'bon', 'bon produits', 'bien taille parfaite', 'bel qualiter beau', 'agréable très bon', 'bon boulot top', 'bon tres bon', 'bon produits comme', 'bon produit service', 'bel qualiter', 'bon produit manque', 'beau saç grand']","['très bon produit qualité', 'très bon produit conforme', 'c était un très bon']"
141,15,141_impossible_impossible joindre_impossible contacter_joindre,"['impossible', 'impossible joindre', 'impossible contacter', 'joindre', 'plus impossible', 'contacter', 'plus impossible joindre', 'peut contacter', 'absents impossible joindre', 'contacter autrement', 'contacter réclamer reste', 'contacter réclamer', 'contacter mail peut', 'contacter plus impossible', 'contacter impossible joindre']","['de plus , impossible de les contacter pour leur réclamer le reste .', 'impossible de les contacter ...', 'de plus impossible de les joindre par téléphones .']"
142,15,142_mauvais état_arrivé_colis arrivé_carton arrivé,"['mauvais état', 'arrivé', 'colis arrivé', 'carton arrivé', 'erreur destination', 'après erreur destination', 'état après', 'mauvais état après', 'état après erreur', 'après erreur', 'arrivé très mauvais', 'état', 'mal scotché', 'mauvais', 'mal fermé']","['après une erreur de destination le carton est arrivé déchiré et recollé .', 'le carton est arrivé en très mauvais état .', 'arrivé en très mauvais état après une erreur de destination .']"
143,15,143_produits conformes_temps conforme_livraison délais_conformes,"['produits conformes', 'temps conforme', 'livraison délais', 'conformes', 'conforme', 'arrivé temps', 'conforme commande', 'délais', 'attentes livraison', 'produit conforme description', 'temps', 'prévus', 'produit conforme', 'arrivé délais produit', 'attentes livraison delais']","['produit arrivé dans les temps et tout à fait conforme à la commande', 'produit conforme à la description livraison dans les délais prévus', 'rien à signaler produits conformes à mes attentes livraison dans les delais prévus']"
144,15,144_colissimo mauvais_suivi_suivi colis_chronopost zéro suivi,"['colissimo mauvais', 'suivi', 'suivi colis', 'chronopost zéro suivi', 'colis arrivé incomplet', 'colis chronopost zéro', 'colis chronopost', 'change paquet', 'change paquet ouvert', 'adresse relais colis', 'adresse relais', 'colis colis chronopost', 'colissimo mauvais bon', 'incomplet suivi', 'colissimo mauvais long']","['adresse relais colis non respecté', 'livraison tardive et point de relais change', 'colissimo mauvais long ou colis']"
145,15,145_jours avance_reçu colis_avance_prévu,"['jours avance', 'reçu colis', 'avance', 'prévu', 'arrivé jours avance', 'colis reçu semaine', 'avance livrée plus', 'attente livraison recu', 'colis 20 jours', 'avant avoir reçu', 'avant temps', 'avant temps prévu', 'avance reçu commande', 'avance reçu', 'colis 20']","['bonjour j ’ ai reçu le colis 20 jours après la date prévue .', 'livré avec 4 jours d ’ avance , parfaitement emballé .', 'la livraison a mit une semaine en plus qu ’ initialement prévu .']"
146,15,146_frais_plus frais_non remboursés_plus frais port,"['frais', 'plus frais', 'non remboursés', 'plus frais port', 'frais retour 50', 'payer', 'retour 50', 'frais expédition', 'frais port', 'port', 'remboursés', '5euro hors fois', '35 frais retour', '50 conclusion payé', '50 conclusion']","[""hors une fois au panier des frais de livraison m'etaient facturé 35€ ."", 'je ne peux les renvoyés que si je paye les frais de retour de 50 euros .', 'aller non remboursés , frais de douane ( livraison dom tom ) non remboursés .']"
147,15,147_nul nul_validé_nul_honte irrespectueux clientèle,"['nul nul', 'validé', 'nul', 'honte irrespectueux clientèle', 'carrément décevant honteux', 'catastrophique site fiable', 'blague tout ça', 'carrément décevant', 'cest blague tout', 'foutiste validé', 'foutiste validé rien', 'gratuit monde', 'fiable non respectueux', 'fiable non', 'clientèle cest blague']","['cest une blague tout ça ! !', 'nul nul nul , c ’ est scandaleux ! ! ! ! ! !', 'non respectueux , non professionnel , je m ’ en foutiste ! ! ! ! !']"
148,14,148_acheter vente privée_acheter vente_accords entre_accords entre photoweb,"['acheter vente privée', 'acheter vente', 'accords entre', 'accords entre photoweb', 'adore merci showroomprive', 'actualité avant achater', 'achater vente', 'achater', 'achater vente privée', 'actualité avant', 'acheter voyages vente', 'acheter voyages', 'com irl effectivement', 'avoir commandé showroomprivé', 'cadeau chez showroomprivé']","[""donc un conseil : n'acheter pas sur vente privée ."", ""vous recommande fortement de commander sur vente privee qu'en dernier recours ."", ""lisez l'actualité avant d'achater sur vente privée !""]"
149,14,149_conforme commande_conforme_commande conforme description_produit conforme commande,"['conforme commande', 'conforme', 'commande conforme description', 'produit conforme commande', 'conforme description', 'commande conforme', 'conforme commande produit', 'conforme description conforme', 'description conforme', 'commande produit conforme', 'description', 'commande produit', 'produit conforme', 'commande marchandise impeccable', 'effectuée commande conforme']","['conforme à ma commande .', 'conforme à la commande .', 'conforme à la commande .']"
150,14,150_fausse_confortables_jolis_acceptable articles,"['fausse', 'confortables', 'jolis', 'acceptable articles', 'articles jolis', 'articles jolis conformes', 'bonne taille conformes', 'bien ensembles sympas', 'belles confortables conformes', 'belles confortables', 'arrivé confortables qualité', 'acceptable articles jolis', 'conformes bien arrivé', 'conformes mauvaise', 'conformes mauvaise qualité']","['mauvaise qualité taille fausse', 'très bien ensembles sympas', 'déception qualité et fausse pointure']"
151,14,151_commande livraison_livraison tout_livraison tout parfait_parfait commande livraison,"['commande livraison', 'livraison tout', 'livraison tout parfait', 'parfait commande livraison', 'jusqu livraison', 'commande livraison tout', 'tout parfait commande', 'parfait commande', 'livraison commande livraison', 'jusqu livraison tout', 'bien commande livraison', 'commande jusqu livraison', 'commande livraison commande', 'commande livraison satisfait', 'livraison satisfait']","['tout as été parfait de la commande à la livraison .', 'tout parfait de la commande à la livraison !', 'de la commande à la livraison , tout était parfait']"
152,14,152_bon état_état_très bon état_colis très bon,"['bon état', 'état', 'très bon état', 'colis très bon', 'bon état délais', 'colis bon état', 'livraison rapide colis', 'état délais', 'très bon', 'prévu colis', 'colis bon', 'rapide colis', 'délai prévu', 'délais annoncés', 'bon']","['livré en temps et en heure articles en très bon état aucun regret , je recommande', 'délai de livraison , comme prévu , et colis en très bon état .', 'rien de redire colis en très bon état bien emballé , temps de livraison respecté .']"
153,14,153_belles_très belles_confortables_belles très,"['belles', 'très belles', 'confortables', 'belles très', 'elles très', 'elles', 'belles bien', 'belles bien emballées', 'bagues jolies très', 'beaux finitions', 'belles bagues jolies', 'belles bagues', 'beaux finitions très', 'bagues jolies', 'belles chaudes']","['les bottes sont confortables , belles et chaudes , je les aime .', 'elles sont très belles .', 'les boucles sont très belles .']"
154,14,154_conforme image_image_produit conforme image_conforme image site,"['conforme image', 'image', 'produit conforme image', 'conforme image site', 'conforme', 'image site', 'article conforme photo', 'photo', 'produit conforme', 'puisque cm différence', 'rendu body', 'similaire photo couleur', 'site parfait conforme', 'similaire photo', 'rendu body similaire']","[""très bon produit , conforme à l'image ."", ""produit conforme à l'image sur le site !"", ""produit conforme à l'image sur le site .""]"
155,14,155_seule seule_seule_être satisfaite_decue,"['seule seule', 'seule', 'être satisfaite', 'decue', 'contente comment', 'comment être', 'comprends vraiment contente', 'comment être satisfaite', 'crains être seule', 'crains être', 'decue contente', 'contente remarque', 'decus comprends', 'contente remarque seule', 'contente comment être']","['comment ne pas être satisfaite ! !', '- et je crains ne pas être la seule ...', 'je ne peux donc pas être satisfaite !']"
156,14,156_correspond_correspond descriptif_correspondent photos_correspondent,"['correspond', 'correspond descriptif', 'correspondent photos', 'correspondent', 'articles correspondent', 'correctement produits correspondants', 'correspond articles', 'correspond correspondent', 'correspond articles correspondent', 'correspond correspondent toujours', 'correspondants leurs description', 'correspond descriptif pointure', 'correspond description correspond', 'coloris correspond', 'articles correspondent photos']","['la bague ne correspond pas au descriptif .', 'produits correspondants à leurs description .', 'les articles correspondent aux photos .']"
157,14,157_service client besoin_client besoin_contacter service client_contacter service,"['service client besoin', 'client besoin', 'contacter service client', 'contacter service', 'faire appel service', 'faire appel', 'client contacter service', 'client besoin faire', 'client contacter', 'service client contacter', 'client besoin service', 'besoin faire appel', 'besoin', 'appel service clients', 'besoin faire']","[""je n'ai pas eu à contacter le service client ."", ""je n'ai pas eu besoin de faire appel au service client"", ""je n'ai pas eu besoin de faire appel au service clients""]"
158,14,158_frais port_port_cher frais port_frais port trop,"['frais port', 'port', 'cher frais port', 'frais port trop', 'port trop', 'cher frais', 'frais', 'frais livraison trop', 'excessifs frais livraison', 'exorbitants livraisons', 'exorbitants livraisons retours', 'aberrants frais port', 'colis extrêmement', 'extrêmement chers sans', 'aberrants frais']","['des frais de port et de retour super cher .', 'frais de port trop important', 'les frais de port trop cher']"
159,14,159_incomplètes annulées_annulées_article non livré_livraisons,"['incomplètes annulées', 'annulées', 'article non livré', 'livraisons', 'non livré', 'incomplètes', 'article non', 'reçu article', 'annulé alors', 'annulé alors payé', 'alors payé délais', 'achetés mauvais', '18 rendent payantes', 'article double deux', 'article double']","['3 articles commandés 1 article non livré et annulé par vous alors que j ai payé .', 'les conditions ont été modifiées le 18 et rendent payantes les livraisons à domicile .', 'j ai reçu un article en double et deux articles jamais commandés et trois articles manquent .']"
160,14,160_99 lieu_prix barré_barré_99,"['99 lieu', 'prix barré', 'barré', '99', 'lieu', 'euros', '89', 'euros plus', 'réserve 07h26 séjour', 'santé quotidien', '07h26 séjour', 'référence 89', 'être santé quotidien', 'être santé', 'prix manomano']","['hotpoint aq113 d 69 fr soit disant à 389.99 euros au lieu de 799 !', ""je voulais commander sur la vente `` bien être santé au quotidien '' deux appareils pour un total de 37,80 euros ."", ""pendant l'offre kids corner , achats sergent major et z faits pour un montant total de 174€ hors frais de port .""]"
161,13,161_soignée livraison_rapide soignée livraison_rapide_livraison rapide,"['soignée livraison', 'rapide soignée livraison', 'rapide', 'livraison rapide', 'livraison rapide soignée', 'rapide soignée', 'soignée', 'envoi rapide', 'soignée livraison rapide', 'soigné', 'soigné livraison', 'envoi rapide soigné', 'rapide soigné', 'rapide efficace', 'envoi']","['livraison rapide et soignée .', ', livraison rapide et soignée .', 'livraison rapide et soignée .']"
162,13,162_dgccrf_saisir dgccrf_signalement_saisir,"['dgccrf', 'saisir dgccrf', 'signalement', 'saisir', 'abus aupres', 'aupres dgccrf', 'abus aupres dgccrf', '30 novembre miracle', 'bref conseil', 'autre choix voir', 'conseil tout monde', 'contacter dgggcrf car', 'contactée bref', 'dgccrf 27 novembre', 'dgccrf 27']","['leurs pratiques sont frauduleuses et je vais saisir la dgccrf !', 'bref je conseil a tout le monde de signaler d ’ urgence ce site a la dgccrf', 'comme mme guyon je vais également saisir la dgccrf !']"
163,13,163_frais port frais_port frais_frais port_frais,"['frais port frais', 'port frais', 'frais port', 'frais', 'port', 'élevés frais', 'frais retour', 'retour frais', 'élevés frais retour', 'cool donc', 'cool donc frais', 'payants frais retour', 'livraison élevés frais', 'onéreux prix', 'onéreux prix frais']","['frais de port élevés', 'et les frais de port !', '... avec des frais de port']"
164,13,164_commande commande incomplète_commande incomplète_commande commande_manque article commande,"['commande commande incomplète', 'commande incomplète', 'commande commande', 'manque article commande', 'commande première', 'incomplète', 'erreur', 'article commande', 'manque article', 'commande décrit', 'commande incomplète erreur', 'commande décrit lors', 'lors commande manquante', 'décrit lors', 'erreur article bonjour']","['manque 1 article dans ma commande .', 'manque un article dans ma commande .', 'première commande et première erreur .']"
165,13,165_état_bon état_état matériel_bon état matériel,"['état', 'bon état', 'état matériel', 'bon état matériel', 'parfait état', 'bonne état', 'bon', 'matériel', 'livré parfait état', 'bon état produit', 'bon état reçu', 'bon état beau', 'livré parfait', 'heureusement marchandise bon', 'conforme marchandise bonne']","['le matériel était en bon état', 'boite à peu près en bon état ....', 'en très bon état']"
166,13,166_arnaque_appelle arnaque_appelle cela arnaque_abus appelle,"['arnaque', 'appelle arnaque', 'appelle cela arnaque', 'abus appelle', 'appelle arnaque hallucinant', 'abus appelle cela', 'appelle arnaque tout', 'arnaque arnaque site', 'arnaque appelle arnaque', 'arnaque appelle', 'site trouve abus', 'splendeur', 'splendeur clairement', 'arnaque belle', 'arnaque bref arnaque']","[""l'arnaque dans toute sa splendeur ..."", ""cela s'appelle de l'arnaque ."", ""c'est ce qui s'appelle une arnaque""]"
167,13,167_entre commande_temps attente_entre_attente,"['entre commande', 'temps attente', 'entre', 'attente', 'attente livraison', 'entre commande livraison', 'trop long', 'avant date', 'autant attendre livraison', 'avance livrée avant', 'autant temps entre', 'colis attente livraison', 'colis reçu quelques', 'commandée avant date', 'colis temps attente']","[""l'attente est un peu longue entre le moment du règlement et la réception du colis ."", ""temps d'attente entre la commande et la livraison était trop long ."", ""entre la commande et la livraison le temps d'attente est bcp trop long""]"
168,13,168_retard livraison_retard_retard livraison retard_commandes retard livraison,"['retard livraison', 'retard', 'retard livraison retard', 'commandes retard livraison', 'livraison retard', 'beaucoup retard livraison', 'livraison retard livraison', 'commandes retard', 'beaucoup retard', 'conséquent livraisons', 'déçue livraison arrivée', 'internet retard conséquent', 'arrivée retard livraison', 'commande abimée beaucoup', 'délai prévu beaucoup']","['beaucoup de retard sur la livraison', 'du retard dans la livraison', 'retard dans la livraison !']"
169,13,169_conformes description_articles conformes description_description_conformes,"['conformes description', 'articles conformes description', 'description', 'conformes', 'description articles', 'conformes description produits', 'conformes description articles', 'articles conformes', 'description articles conformes', 'description produits', 'description produits conformes', 'descriptifs torchons', 'conformes images', 'correspond description article', 'conforment description articles']","['articles conformes à la description .', 'articles conformes à la description .', 'articles conformes a la description .']"
170,13,170_arnaque_absolument contrefaçon_arnaque cela devient_absolument contrefaçon plus,"['arnaque', 'absolument contrefaçon', 'arnaque cela devient', 'absolument contrefaçon plus', 'arnaque inadmissible honteux', 'arnaque énorme', 'arnaque vraie arnaque', 'arnaque vraie', 'arnaque quasi arnaque', 'arnaque quasi', 'base commerce honnêteté', 'cela devient vraiment', 'base commerce', 'attention tous site', 'arnaque énorme arnaque']","[""à fuiiiiiiiir absolument , c'est que de la contrefaçon"", ""cela devient vraiment de l'arnaque ! !"", ""attention a tous , ce site est de l'arnaque""]"
171,13,171_commandée_celle commandée_correspond commande_commande celui commandé,"['commandée', 'celle commandée', 'correspond commande', 'commande celui commandé', 'article reçu bonne', 'agissait articles commandé', 'bouilloire tout celle', 'bonne couleur correspond', 'bouilloire tout', 'bonne taille commande', 'bon commandée', 'bon commandée produit', 'choix agissait articles', 'article livré bon', 'celui commandé retour']","[""le produit commandé n'est pas à la bonne taille ."", ""la bouilloire n'est pas du tout celle que j'avais commandée ."", ""retour d'un article dont la taille ne corresponde pas à celle commandée .""]"
172,13,172_showroomprive com_com_showroomprive_client showroomprive com,"['showroomprive com', 'com', 'showroomprive', 'client showroomprive com', 'recommande showroomprive', 'client showroomprive', 'recommande showroomprive com', 'service client showroomprive', 'showroomprivé com', 'com fuir', 'com fuir bien', 'com meilleur', 'avis recommande', 'cde showroomprivé com', 'avis recommande fortement']","['ras , je recommande showroomprive.com', 'bien à vous , le service client showroomprive.com', 'le service client de showroomprive.com est']"
173,13,173_fonctionne_marche_batteur fonctionne enceinte_batteur fonctionne,"['fonctionne', 'marche', 'batteur fonctionne enceinte', 'batteur fonctionne', '12 fonctionne', '12 fonctionne plus', 'cours chance', 'contre fonctionne réception', 'chance reçois', 'chance reçois matelas', 'contre fonctionne', 'commande diesel', 'commande diesel fonctionne', 'fonctionne batteur', 'demande retour cours']","['enceinte bluetooth ne fonctionne pas.demande de retour en cours .', 'il ne fonctionne pas .', 'mais la montre ne fonctionne pas .']"
174,13,174_attentes livraison_attentes_attentes livraison rapide_conforme attentes,"['attentes livraison', 'attentes', 'attentes livraison rapide', 'conforme attentes', 'conformes attentes', 'conformes attentes livraison', 'livraison rapide', 'livraison rapide commande', 'conformes', 'rapide commande', 'produits conformes attentes', 'rapide', 'produit conforme attentes', 'attentes produits', 'emballée conforme attentes']","['livraison rapide , commande conforme aux attentes', 'produits conformes à mes attentes et livres plus rapidement que prévu .', 'produits conformes à mes attentes livraison rapide parfait']"
175,12,175_beaux_très beaux_conformes très_beaux taille,"['beaux', 'très beaux', 'conformes très', 'beaux taille', 'beaux merci articles', 'basse qualité meuble', 'articles conformes très', 'bien tres belles', 'belles produits', 'belles produits conformes', 'beaux très bien', 'beaux tissus', 'beaux taille tissus', 'beaux tissus top', 'elastique']","['très beaux bijoux fantaisie', 'très bien très beaux bracelets et taille', 'très beaux tissus top']"
176,12,176_bonne cliente_cliente_bonne cliente là_cliente là,"['bonne cliente', 'cliente', 'bonne cliente là', 'cliente là', 'bonne', 'etais', 'très bonne cliente', 'bol bonne', 'bol bonne cliente', 'an demi pourtant', 'cliente bonne', 'clairement idiote', 'appeler très', 'alors clairement idiote', 'attendais prestation']","['et pourtant j ’ etais une tres tres bonne cliente', 'j ’ étais une bonne cliente , mais là c ’ est fini !', 'j ’ étais une bonne cliente mais là ras-le-bol .']"
177,12,177_moque_moque passe_moque moque_passe moque,"['moque', 'moque passe', 'moque moque', 'passe moque', 'moque passe moque', 'va encore moquer', 'longtemps moque moque', 'encore moquer', 'longtemps moque', 'moque moque pourquoi', 'moque passe donc', 'moque moque passe', 'moque moque moque', 'moque pourquoi', 'moque pourquoi moque']","['de qui se moque t ’ on ?', 'de qui se moque t-on ?', 'de qui se moque t on .']"
178,12,178_peu longue_peu_livraison peu longue_colis peu long,"['peu longue', 'peu', 'livraison peu longue', 'colis peu long', 'peu long colis', 'peu long', 'peu longue livraison', 'longue livraison peu', 'livraison peu', 'longue', 'long colis', 'colis peu', 'peu retard', 'longue livraison', 'longue acheminement peu']","['livraison un peu longue', 'livraison un peu longue', 'livraison un peu longue']"
179,12,179_vente commande_attention achats_attention_commande vente,"['vente commande', 'attention achats', 'attention', 'commande vente', 'achats passe vente', 'attention achats fini', 'attention achats passe', 'achats fini commandes', 'attention tous sites', 'commande max chez', 'achats attention achats', 'achats passe', 'vente première commande', 'sites ventes commandé', 'vente attention']","['attention à tous ces sites de ventes', 'attention à vos achats', 'attention aux achats de plantes']"
180,12,180_livraison prévue_initialement_prévue_2020 commande apparaît,"['livraison prévue', 'initialement', 'prévue', '2020 commande apparaît', '10 jours vepee', '20 jours quand', 'dimanche alors livraison', 'arrive mieux 30', 'arrive mieux', 'après pourtant livraison', 'après pourtant', 'annoncée 15 jours', 'annulé commande faute', 'apparaît comme expédiée', 'apparaît comme']","['un dimanche , alors que la livraison est prévue sous minimum 10 jours !', 'livraison prévue 30 juin et livraison effectuée une semaine ... plus tôt .', 'livraison prévue initialement le28 mai et livré en fat le 26 juillet .']"
181,12,181_cette commande aucun_aucun problème quant_colis très juste_délais livraison supplémentaire,"['cette commande aucun', 'aucun problème quant', 'colis très juste', 'délais livraison supplémentaire', 'covid parfait comme', 'covid parfait', 'correspond produits délai', 'délai petit', 'commandes si possible', 'comme plupart commandes', 'respect délais service', 'quant délais produit', 'quantité non', 'quantité non livrées', 'suivi service cette']","['mauvais traitement du suivis des livraisons .', 'aucun problème quant aux délais et produit .', 'quelques problèmes de quantité non livrées .']"
182,12,182_plus commanderai_commanderai plus commanderai_commanderai_commanderai plus,"['plus commanderai', 'commanderai plus commanderai', 'commanderai', 'commanderai plus', 'plus commanderai plus', 'jamais commanderai plus', 'plus jamais commanderai', 'jamais commanderai', 'commanderai plus jamais', 'commanderai certainement plus', 'plus commanderai certainement', 'nouveau commanderai', 'plus commanderai nouveau', 'commanderai certainement', 'nouveau commanderai plus']","['je ne commanderai plus .', ', je ne commanderai plus .', 'je ne commanderai plus .']"
183,12,183_rapide livraison_rapide_livraison très rapide_très rapide livraison,"['rapide livraison', 'rapide', 'livraison très rapide', 'très rapide livraison', 'livraison très', 'très rapide', 'rapide livraison rapide', 'livraison rapide livraison', 'ultra rapide bonne', 'voulu livraison très', 'réception colis livraison', 'bien temps voulu', 'hyper rapide plus', 'arrivé livraison rapide', 'arrive parfait colis']","['de plus livraison très rapide .', 'la livraison très rapide .', 'la livraison a été très rapide .']"
184,12,184_or_argent_créoles_acier inoxydable couleur,"['or', 'argent', 'créoles', 'acier inoxydable couleur', 'anniversaire déçue', 'aimant argent', 'acheté perle mitzuko', 'argent acier', 'anniversaire déçue créoles', 'argent acier inoxydable', 'aimant argent bon', 'argent plein', 'argent jai doutes', 'argent jai', 'acheté perle']","['commandé des créoles en argent et reçu à la place en plaqué or ;', 'très joli bijoux en argent plein de finessa tel que présenté sur le site', 'merci de renouveler votre collection or bijoux plus de bijoux argent et acier inoxydable couleur argent trop de dorés']"
